area,waterbody,gazetted_name,local_name_1,local_name_2,analysis_yr,species,natural_adult_spawners,natural_jack_spawners,natural_spawners_total,adult_broodstock_removals,jack_broodstock_removals,total_broodstock_removals,other_removals,total_return_to_river,enumeration_methods,adult_presence,jack_presence,start_dtt,end_dtt,natural_adult_females,natural_adult_males,effective_females,weighted_pct_spawn,watershed_cde,waterbody_id,population,run_type,stream_arrival_dt_from,stream_arrival_dt_to,start_spawn_dt_from,start_spawn_dt_to,peak_spawn_dt_from,peak_spawn_dt_to,end_spawn_dt_from,end_spawn_dt_to,accuracy,precision,index_yn,reliability,estimate_stage,estimate_classification,no_inspections_used,estimate_method,created_dtt,updated_dtt,act_id,pop_id,gfe_id
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1933,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,82740823,47757,521
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1934,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,27-OCT-14,NA,56645625,49188,556
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,2015,Chinook,7310,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,09-AUG-16,NA,68574707,47754,520
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,2022,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,12-AUG-22,20-SEP-22,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,16-AUG-23,NA,51685381,49235,566
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,1979,Sockeye,NA,NA,NA,NA,NA,NA,NA,1100,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,862978,47820,534
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1979,Coho,NA,NA,NA,NA,NA,NA,NA,5000,NA,PRESENT,UNKNOWN,10-AUG-79,15-OCT-79,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Coho,NA,15-SEP-79,NA,15-OCT-79,NA,01-NOV-79,NA,15-DEC-79,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,868937,47756,521
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1979,Chinook,NA,NA,NA,NA,NA,NA,NA,500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,841575,47859,541
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1985,Chinook,NA,NA,NA,NA,NA,NA,NA,450,Helicopter,PRESENT,UNKNOWN,03-SEP-85,23-SEP-85,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chinook,NA,01-AUG-85,NA,15-AUG-85,NA,30-AUG-85,NA,01-SEP-85,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,906049,47819,533
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1968,Coho,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,15-JUL-68,15-NOV-68,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Coho,NA,15-OCT-68,NA,15-OCT-68,NA,15-NOV-68,NA,30-NOV-68,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,905244,47756,521
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1950,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,979133,49192,557
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1968,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,1006917,49347,589
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1962,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,1001114,49345,589
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1992,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,806316,49192,557
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1970,Chum,NA,NA,NA,NA,NA,NA,NA,400,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,01-AUG-70,NA,15-AUG-70,NA,01-SEP-70,NA,15-SEP-70,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,863312,49237,566
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1951,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,901456,49192,557
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1959,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,871281,47759,521
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1996,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,908575,49184,556
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1992,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,924249,49193,557
4D,BULKLEY RIVER - LOWER,BULKLEY RIVER,BULKLEY RIVER - LOWER,NA,1960,Coho,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Lower (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,930022,47851,540
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1972,Coho,NA,NA,NA,NA,NA,NA,NA,400,NA,PRESENT,UNKNOWN,15-JUL-72,15-NOV-72,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Coho,NA,15-SEP-72,NA,15-OCT-72,NA,15-NOV-72,NA,15-DEC-72,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,1003106,47756,521
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1985,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,758490,49191,557
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1971,Coho,NA,NA,NA,NA,NA,NA,NA,600,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,1020543,47856,541
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1983,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,897225,49346,589
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1988,Chum,NA,NA,NA,NA,NA,NA,NA,2500,"Float, Spot Checks",PRESENT,UNKNOWN,01-AUG-88,01-DEC-88,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chum,NA,01-AUG-88,NA,15-AUG-88,NA,05-SEP-88,NA,25-SEP-88,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,985747,47758,521
4B,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KALUM LAKE,1961,Sockeye,NA,NA,NA,NA,NA,NA,NA,400,NA,PRESENT,UNKNOWN,12-OCT-61,13-OCT-61,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,Kitsumkalum Lake (Terrace) Sockeye,NA,NA,NA,05-SEP-61,NA,15-SEP-61,NA,15-OCT-61,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,972890,47745,519
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1970,Chinook,NA,NA,NA,NA,NA,NA,NA,7500,NA,PRESENT,UNKNOWN,31-AUG-70,04-NOV-70,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chinook,NA,15-JUL-70,NA,25-AUG-70,NA,15-SEP-70,NA,15-OCT-70,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,990914,47759,521
4B,ZYMOETZ RIVER - UPPER,ZYMOETZ RIVER,ZYMOETZ RIVER- UPPER,MCDONELL LAKE SYSTEM,1960,Coho,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River- Upper (Terrace) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,1020458,47821,534
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1992,Chum,NA,NA,NA,NA,NA,NA,NA,1000,Spot Checks,PRESENT,UNKNOWN,01-AUG-92,01-NOV-92,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,01-AUG-92,NA,10-AUG-92,NA,30-AUG-92,NA,01-SEP-92,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,984555,49237,566
4D,BULKLEY RIVER - UPPER,BULKLEY RIVER,BULKLEY RIVER - UPPER,NA,1956,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000BULK,Bulkley River - Upper (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,770487,47857,541
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1980,Chinook,NA,NA,NA,NA,NA,NA,NA,4500,NA,PRESENT,UNKNOWN,12-SEP-80,13-SEP-80,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Chinook,NA,NA,NA,15-AUG-80,NA,15-SEP-80,NA,15-SEP-80,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,889785,49188,556
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1986,Chinook,NA,NA,NA,NA,NA,NA,NA,10151,"Float, Spot Checks, Dead Pitch, Tag Recovery",PRESENT,UNKNOWN,01-JUL-86,01-DEC-86,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Chinook,NA,01-JUL-86,NA,15-AUG-86,NA,15-SEP-86,NA,25-SEP-86,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,856819,47759,521
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1965,Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Sockeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,903090,49344,589
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1981,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,15-AUG-81,15-OCT-81,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Chinook,NA,15-AUG-81,NA,01-SEP-81,NA,15-SEP-81,NA,15-OCT-81,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,896722,47754,520
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1992,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,878568,49191,557
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1975,Pink,NA,NA,NA,NA,NA,NA,NA,400,NA,PRESENT,UNKNOWN,03-SEP-75,15-NOV-75,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Pink,NA,15-AUG-75,NA,01-SEP-75,NA,15-SEP-75,NA,15-SEP-75,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,980545,47817,533
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1967,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,871682,49347,589
4D,MORICE LAKE,MORICE LAKE,MORICE LAKE,NA,1951,Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,01266MORR,Morice Lake (Smithers) Coho,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,896196,49190,557
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1989,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,916883,47754,520
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1992,Coho,NA,NA,NA,NA,NA,NA,NA,1200,"Helicopter, Spot Checks",PRESENT,UNKNOWN,01-AUG-92,01-NOV-92,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Coho,NA,01-SEP-92,NA,15-OCT-92,NA,01-NOV-92,NA,30-NOV-92,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,877940,49235,566
4B,KITSUMKALUM RIVER - UPPER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - UPPER,BEAVER RIVER,1955,Coho,NA,NA,NA,NA,NA,NA,NA,7500,NA,PRESENT,UNKNOWN,31-OCT-55,01-NOV-55,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Upper (Terrace) Coho,NA,NA,NA,01-OCT-55,NA,30-OCT-55,NA,30-NOV-55,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,869043,47751,520
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1978,Sockeye,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,23-AUG-78,29-AUG-78,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Sockeye,NA,NA,NA,15-AUG-78,NA,15-SEP-78,NA,15-SEP-78,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,762193,47815,533
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1963,Pink,NA,NA,NA,NA,NA,NA,NA,35000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,841822,49236,566
4B,ZYMOETZ RIVER - LOWER,ZYMOETZ RIVER,ZYMOETZ RIVER - LOWER,COPPER RIVER,1994,Chum,NA,NA,NA,NA,NA,NA,NA,NA,"Walk, Helicopter",NONE OBSERVED,UNKNOWN,08-SEP-94,18-OCT-94,NA,NA,NA,NA,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000ZYMO,Zymoetz River - Lower (Terrace) Chum,NA,05-AUG-94,NA,15-AUG-94,NA,25-AUG-94,NA,05-SEP-94,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,1000598,47818,533
4D,MORICE RIVER,MORICE RIVER,MORICE RIVER,NA,1991,Chinook,NA,NA,NA,NA,NA,NA,NA,25500,Helicopter,PRESENT,UNKNOWN,04-SEP-91,26-SEP-91,NA,NA,NA,NA,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,00000MORR,Morice River (Smithers) Chinook,NA,25-JUL-91,NA,04-SEP-91,NA,13-SEP-91,NA,26-SEP-91,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,1018391,49188,556
4C,EAST KISPIOX RIVER,EAST KISPIOX RIVER,EAST KISPIOX RIVER,NA,1952,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,East Kispiox River (Hazelton) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,991987,49347,589
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1957,Chum,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,22-JUL-57,31-AUG-57,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Chum,NA,NA,NA,25-AUG-57,NA,15-SEP-57,NA,30-SEP-57,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,991727,49237,566
4B,KITSUMKALUM RIVER - LOWER,KITSUMKALUM RIVER,KITSUMKALUM RIVER - LOWER,KALUM RIVER,1959,Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KLUM,Kitsumkalum River - Lower (Terrace) Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,986793,47757,521
4B,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KITSUMKALUM LAKE,KALUM LAKE,1968,Sockeye,NA,NA,NA,NA,NA,NA,NA,400,NA,PRESENT,UNKNOWN,15-AUG-68,15-NOV-68,NA,NA,NA,NA,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,00511KLUM,Kitsumkalum Lake (Terrace) Sockeye,NA,15-SEP-68,NA,10-SEP-68,NA,25-SEP-68,NA,15-OCT-68,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,862352,47745,519
4C,KISPIOX RIVER,KISPIOX RIVER,KISPIOX RIVER,NA,1969,Pink,NA,NA,NA,NA,NA,NA,NA,180000,NA,PRESENT,UNKNOWN,15-JUL-69,15-DEC-69,NA,NA,NA,NA,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,00000KISP,Kispiox River (Hazelton) Pink,NA,01-AUG-69,NA,15-AUG-69,NA,30-AUG-69,NA,15-SEP-69,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,847859,49236,566
